Orthogroup	Cr	Cr.expr	Cs	Cs.expr
OG0012730	MSYJ187310.1	21.6599	Cs2g03610.1	5.3163
OG0012731	MSYJ256400.1	0	Cs3g25020.1	0.604215
OG0012732	MSYJ281410.1	0.531134	Cs7g19410.1	0
OG0012733	MSYJ124920.1	0	orange1.1t02874.1	0
OG0012734	MSYJ286410.1	0	Cs5g19610.1	0
OG0012735	MSYJ239480.4	0.191798	Cs9g10730.2	0
OG0012736	MSYJ021990.1	0	orange1.1t02512.1	0
OG0012737	MSYJ243640.2	11.415	Cs3g10860.2	26.1285
OG0012738	MSYJ220650.1	14.301	Cs5g29170.1	4.86555
OG0012739	MSYJ057070.1	45.1196	Cs2g19350.1	16.2765
OG0012740	MSYJ025650.1	48.3181	orange1.1t00912.1	39.9899
OG0012741	MSYJ024240.1	13.2013	orange1.1t05959.1	15.0335
OG0012743	MSYJ065760.1	126.896	Cs3g16830.1	141.413
OG0012745	MSYJ207730.1	25.7835	Cs3g07395.1	10.7568
OG0012746	MSYJ250160.1	7.7164	Cs3g21710.1	12.1152
OG0012747	MSYJ119520.1	0.139959	Cs6g21890.1	0.133817
OG0012748	MSYJ105710.1	159.315	Cs5g08610.1	212.781
OG0012749	MSYJ069050.1	17.9021	Cs6g20090.1	12.3883
OG0012750	MSYJ179070.1	0.13528	Cs3g06950.1	0.155059
OG0012751	MSYJ012930.1	0.690821	Cs1g16830.1	0.653853
OG0012752	MSYJ113800.1	1.11733	orange1.1t01659.1	0.426689
OG0012753	MSYJ175540.1	0.233685	Cs5g10390.1	0.103425
OG0012754	MSYJ093980.1	11.0411	Cs5g05730.1	19.7973
OG0012755	MSYJ027170.1	0	Cs2g21800.1	0
OG0012756	MSYJ049900.1	4.5119	Cs7g31830.1	2.76296
OG0012757	MSYJ198990.1	0.75918	orange1.1t02316.1	0
OG0012758	MSYJ241100.1	0.0686473	Cs8g13150.1	0
OG0012759	MSYJ287630.2	21.6762	Cs7g04770.1	2.59046
OG0012760	MSYJ250170.1	4.95684	Cs3g21720.1	5.88102
OG0012761	MSYJ181600.1	15.4717	Cs3g01960.1	18.1423
OG0012762	MSYJ111850.1	58.129	orange1.1t00544.1	103.294
OG0012763	MSYJ136490.1	0	orange1.1t03358.1	0
OG0012764	MSYJ093490.1	30.8807	Cs5g06170.1	13.3076
OG0012765	MSYJ104960.1	17.2605	Cs1g09490.1	29.7343
OG0012766	MSYJ079140.3	3.93575	Cs4g15480.1	0.558484
OG0012767	MSYJ097820.1	0	Cs7g22090.1	0
OG0012768	MSYJ205700.1	4.38677	Cs8g18480.1	4.51094
OG0012769	MSYJ014100.1	33.1515	Cs1g15460.1	35.1999
OG0012770	MSYJ242980.1	2.97311	Cs7g14960.1	0.500013
OG0012771	MSYJ233480.1	11.1277	Cs5g03210.1	1.12237
OG0012772	MSYJ192020.1	34.2464	Cs2g29680.1	186.262
OG0012773	MSYJ100780.1	33.9516	Cs6g06910.1	65.0886
OG0012775	MSYJ200140.1	1.78515	Cs6g04550.1	0.781053
OG0012776	MSYJ081630.7	2.29701	Cs1g04750.4	1.09978
OG0012777	MSYJ035340.1	1.01377	Cs6g16340.1	0.971255
OG0012778	MSYJ222190.1	19.8161	orange1.1t01861.1	24.1184
OG0012779	MSYJ232820.1	0.108837	Cs5g03880.1	0
OG0012780	MSYJ017820.1	0.197956	Cs6g07450.1	1.04471
OG0012781	MSYJ260560.1	0.265227	Cs2g14570.1	0.541572
OG0012782	MSYJ165990.1	33.0961	Cs9g06990.1	15.8698
OG0012783	MSYJ063630.1	0.728676	Cs3g19060.1	0.728478
OG0012785	MSYJ134880.1	0.300002	Cs2g16610.1	0
OG0012787	MSYJ221300.2	21.4774	orange1.1t04304.2	9.15395
OG0012788	MSYJ088550.1	0.0260426	Cs6g11920.1	0
OG0012789	MSYJ161500.1	66.0825	Cs7g02890.1	28.6451
OG0012790	MSYJ242910.1	6.92734	Cs7g15050.1	1.86659
OG0012791	MSYJ074740.1	0.480522	Cs4g01810.1	0.862468
OG0012792	MSYJ182370.1	41.7587	Cs1g22710.1	44.2392
OG0012793	MSYJ186510.3	35.2259	Cs2g04470.2	3.41322
OG0012794	MSYJ087160.1	18.9922	Cs4g08560.1	15.2871
OG0012795	MSYJ169090.1	78.8547	Cs9g13070.1	472.681
OG0012796	MSYJ072010.1	1.5556	Cs7g06500.1	1.24842
OG0012798	MSYJ287140.1	36.2386	Cs5g27020.1	26.1913
OG0012799	MSYJ212050.1	0	Cs8g04950.1	0
OG0012800	MSYJ226490.1	17.8958	orange1.1t03504.1	8.2766
OG0012801	MSYJ142870.1	3.30256	Cs8g02160.1	6.95083
OG0012802	MSYJ165740.1	0	Cs9g07260.1	2.61269
OG0012804	MSYJ008090.1	4.0826	Cs9g12610.1	1.88494
OG0012805	MSYJ071860.1	30.5356	Cs7g06660.1	34.2136
OG0012806	MSYJ020130.1	1.55246	Cs8g16870.1	0
OG0012807	MSYJ178970.1	0	Cs3g07330.1	0
OG0012808	MSYJ103370.1	10.039	Cs8g01400.1	1.63194
OG0012809	MSYJ065710.1	0.369925	Cs3g16870.1	0.20438
OG0012810	MSYJ149530.1	1.32718	Cs7g22000.1	0.289039
OG0012811	MSYJ251930.1	0.297044	Cs5g27170.1	0.0684413
OG0012813	MSYJ020050.1	0.50172	Cs8g16790.1	0.570313
OG0012814	MSYJ257870.1	22.5376	Cs3g23490.1	22.6411
OG0012815	MSYJ057130.1	20.3034	Cs2g19390.1	17.2205
OG0012816	MSYJ276870.1	0.934019	Cs1g23890.1	0.229393
OG0012817	MSYJ153980.1	79.2939	orange1.1t02456.1	49.5752
OG0012818	MSYJ100500.1	95.0033	Cs6g06620.1	17.5189
OG0012819	MSYJ211530.1	101.158	Cs9g17740.1	25.3995
OG0012820	MSYJ006250.1	0	Cs2g26330.1	0
OG0012821	MSYJ227560.1	0.156955	Cs8g09720.1	0.308387
OG0012822	MSYJ254940.1	2.28873	Cs3g26570.1	0.760149
OG0012824	MSYJ237680.1	0	Cs8g06700.1	0
OG0012825	MSYJ052980.3	49.1145	Cs4g15270.5	3.64866
OG0012826	MSYJ002190.1	44.1271	Cs4g14160.1	10.1637
OG0012827	MSYJ278250.2	13.8806	Cs1g25260.2	3.90813
OG0012828	MSYJ001260.1	328.405	Cs7g22990.2	0.557007
OG0012830	MSYJ210720.1	0.321354	Cs9g16870.1	0.374462
OG0012831	MSYJ243360.1	0	Cs7g14580.1	0
OG0012832	MSYJ225770.1	64.654	Cs5g24820.1	0
OG0012833	MSYJ286840.1	0	Cs2g26320.1	0
OG0012834	MSYJ101820.1	2.36837	Cs6g05420.1	5.43201
OG0012835	MSYJ237580.1	14.5117	Cs8g06830.1	22.5892
OG0012836	MSYJ286550.1	63.7021	Cs5g19810.1	45.4595
OG0012837	MSYJ210820.1	5.61722	Cs9g16970.1	2.60453
OG0012838	MSYJ048880.1	1.26899	Cs1g19650.1	2.22657
OG0012839	MSYJ086750.1	0	Cs4g09100.1	0.0664078
OG0012840	MSYJ016850.1	0	Cs6g08610.1	0.690359
OG0012841	MSYJ116500.1	13.8274	Cs9g13620.1	56.4443
OG0012842	MSYJ208780.1	0	Cs7g12230.1	0
OG0012843	MSYJ155750.1	0	orange1.1t04145.1	0
OG0012844	MSYJ041810.1	12.7631	Cs1g14360.1	7.51294
OG0012845	MSYJ049130.1	1.49996	Cs1g19350.1	1.11378
OG0012846	MSYJ215010.1	0.577859	Cs5g18560.1	0.374352
OG0012847	MSYJ278890.1	37.9269	Cs1g25910.1	75.465
OG0012848	MSYJ063200.1	186.926	Cs3g19540.1	35.0475
OG0012849	MSYJ194120.1	22.0804	Cs5g20420.1	211.955
OG0012850	MSYJ214780.1	0	Cs5g18870.1	0
OG0012851	MSYJ190270.1	25.7519	Cs4g03650.1	53.8799
OG0012853	MSYJ166990.4	3.40807	Cs9g05930.2	0.628106
OG0012854	MSYJ191710.1	8.0728	Cs2g29370.1	14.3837
OG0012855	MSYJ031180.1	23.4231	orange1.1t02277.1	14.5867
OG0012856	MSYJ257570.1	172.147	Cs3g23770.1	349.239
OG0012857	MSYJ263200.1	21.6766	Cs7g09920.1	22.3149
OG0012858	MSYJ156870.1	6.1648	Cs7g05720.1	4.19583
OG0012859	MSYJ050150.1	41.9146	Cs7g31560.1	77.3678
OG0012860	MSYJ120250.1	407.777	Cs6g21100.1	43.9451
OG0012861	MSYJ071480.2	53.4954	Cs7g07140.3	3.21482
OG0012862	MSYJ030890.1	6.85762	Cs6g11430.1	10.3147
OG0012863	MSYJ082310.1	0.320764	Cs1g05450.1	0.082519
OG0012865	MSYJ190210.1	14.4362	Cs4g03710.1	43.79
OG0012866	MSYJ115810.1	4.70856	orange1.1t02845.1	1.18188
OG0012867	MSYJ258230.1	0.758777	Cs3g23160.1	0.310951
OG0012868	MSYJ280830.1	7.59497	Cs7g19940.1	0.0738519
OG0012869	MSYJ195500.1	12.2012	Cs4g17400.1	4.33459
OG0012870	MSYJ136780.1	2.25436	orange1.1t03327.1	1.21728
OG0012871	MSYJ132720.1	35.4593	Cs2g11670.1	31.4308
OG0012872	MSYJ049940.1	24.2395	Cs7g31790.1	21.0359
OG0012874	MSYJ080160.1	0	Cs5g32590.1	0.376791
OG0012875	MSYJ046410.1	1.01812	Cs1g22040.1	0.13678
OG0012876	MSYJ142570.2	28.0209	Cs8g01880.2	0.441977
OG0012877	MSYJ112460.1	6.50769	orange1.1t00606.1	5.48074
OG0012878	MSYJ061370.1	10.1316	Cs2g13940.1	16.8195
OG0012879	MSYJ269930.1	0.0435214	Cs5g01500.1	0.0355645
OG0012880	MSYJ175910.1	75.3907	Cs5g10730.1	74.4885
OG0012881	MSYJ251820.1	14.1686	Cs5g27290.1	5.33642
OG0012882	MSYJ110280.1	42.6611	orange1.1t00381.1	101.693
OG0012883	MSYJ253660.1	0.16108	Cs3g27780.1	0.0456448
OG0012884	MSYJ229060.1	300.195	Cs8g07470.1	73.5423
OG0012885	MSYJ047870.1	5.89271	Cs1g20620.1	2.45087
OG0012886	MSYJ120990.1	26.9258	Cs4g04550.1	20.2886
OG0012887	MSYJ004200.1	0	Cs8g07920.1	0
OG0012888	MSYJ051440.1	0.586953	Cs7g30220.1	0.781255
OG0012889	MSYJ200280.1	0.166036	Cs6g04750.1	1.00747
OG0012890	MSYJ241680.2	0.310451	orange1.1t02745.2	0
OG0012893	MSYJ189950.2	22.5512	Cs4g04030.3	0
OG0012894	MSYJ193440.1	0	Cs2g30130.1	0
OG0012895	MSYJ150490.1	0.331291	orange1.1t01601.1	1.96386
OG0012896	MSYJ152850.1	0	Cs7g22580.1	0
OG0012897	MSYJ278620.1	17.3967	Cs1g25640.1	12.8333
OG0012898	MSYJ005260.1	1.00607	orange1.1t02546.1	6.34448
OG0012899	MSYJ218530.1	0	Cs5g31410.1	0
OG0012900	MSYJ257030.1	25.0561	Cs3g24380.1	13.1806
OG0012901	MSYJ247460.1	2.03448	Cs8g09120.1	0.889268
OG0012902	MSYJ117810.1	0.0131542	Cs9g18200.1	0
OG0012904	MSYJ160960.1	5.51278	Cs7g03420.1	23.3325
OG0012905	MSYJ008880.1	1.96315	Cs5g25340.1	3.62532
OG0012906	MSYJ046980.1	49.5258	Cs1g21490.1	36.7465
OG0012908	MSYJ111990.1	0.132909	orange1.1t00559.1	0
OG0012909	MSYJ064440.1	4.66405	Cs3g18260.2	2.36606
OG0012910	MSYJ161860.1	0	Cs7g02530.1	0
OG0012911	MSYJ262570.3	0.726912	Cs7g09330.3	0.854737
OG0012912	MSYJ035730.1	2.33407	Cs6g16750.1	5.38772
OG0012913	MSYJ075210.1	65.5858	Cs4g02250.1	37.6135
OG0012914	MSYJ233590.1	24.5863	Cs5g03060.1	1.13036
OG0012915	MSYJ081430.2	0	Cs1g04570.2	0.657284
OG0012916	MSYJ112530.1	16.0725	orange1.1t00613.1	8.31146
OG0012917	MSYJ183380.1	0.020684	Cs2g07730.1	0
OG0012918	MSYJ243090.1	7.60204	Cs7g14830.1	4.0511
OG0012919	MSYJ140890.1	0	Cs9g02600.1	0
OG0012920	MSYJ277700.1	5.3653	Cs1g24710.1	7.40645
OG0012921	MSYJ241800.1	30.8674	orange1.1t02729.1	44.6577
OG0012922	MSYJ089850.1	9.00048	Cs7g16995.1	7.01747
OG0012923	MSYJ245860.2	11.1045	Cs8g05110.2	0.253034
OG0012926	MSYJ286230.1	0	Cs5g18270.1	0
OG0012927	MSYJ255450.1	107.612	Cs3g26020.1	69.1684
OG0012928	MSYJ033210.2	1.68714	Cs6g13990.3	0
OG0012929	MSYJ218270.1	52.8308	Cs5g31750.1	35.1447
OG0012930	MSYJ103610.1	24.8957	Cs8g01680.1	58.291
OG0012931	MSYJ282170.2	5.1517	Cs7g17530.2	2.14504
OG0012932	MSYJ009170.1	0.160102	Cs5g25050.1	0
OG0012933	MSYJ052790.1	16.2191	orange1.1t03831.1	8.31738
OG0012934	MSYJ110930.1	0.399692	orange1.1t00447.1	0.285603
OG0012935	MSYJ036980.1	37.2729	Cs6g17980.1	28.9609
OG0012937	MSYJ208660.2	37.157	Cs7g12130.2	1.36313
OG0012938	MSYJ076960.1	0.853461	Cs3g04755.1	2.68497
OG0012939	MSYJ250580.1	63.5142	Cs3g22150.1	79.3309
OG0012940	MSYJ023170.1	7235.61	Cs6g09970.1	1686.45
OG0012941	MSYJ283380.1	32.2399	Cs1g06525.1	37.4726
OG0012942	MSYJ152390.1	131.523	orange1.1t05570.1	25.8837
OG0012943	MSYJ192980.1	0	Cs2g30610.1	0
OG0012944	MSYJ090960.1	0	orange1.1t03374.1	0
OG0012945	MSYJ276050.3	1.58067	Cs1g23030.3	0.159349
OG0012946	MSYJ142250.1	22.0934	Cs9g01310.1	21.3704
OG0012947	MSYJ203640.2	16.5248	Cs8g20570.2	17.9296
OG0012948	MSYJ050220.1	0	Cs7g31480.1	0
OG0012950	MSYJ248460.2	20.9447	orange1.1t03280.2	0.331342
OG0012951	MSYJ159830.1	13.7286	Cs7g04540.1	38.7254
OG0012952	MSYJ247230.1	73.1486	Cs8g08850.1	165.823
OG0012953	MSYJ131700.1	1.14977	Cs2g10490.1	0.211959
OG0012954	MSYJ084010.1	12.9204	Cs2g25140.1	14.3781
OG0012955	MSYJ018730.1	2.09555	Cs8g15410.1	13.1253
OG0012957	MSYJ069240.1	0.202129	Cs6g20330.1	0.0790372
OG0012958	MSYJ219800.1	0	Cs5g30120.1	0
OG0012959	MSYJ239890.1	0.0594352	Cs9g10310.1	0
OG0012960	MSYJ099870.2	55.0233	Cs1g08770.2	2.97226
OG0012961	MSYJ046720.1	18.6155	Cs1g21710.1	11.1646
OG0012962	MSYJ037430.1	36.545	Cs6g18490.1	41.8877
OG0012963	MSYJ096950.1	0	Cs5g34920.1	0.169831
OG0012964	MSYJ223910.1	0	Cs7g28720.1	0
OG0012965	MSYJ097400.1	102.465	orange1.1t02618.1	266.426
OG0012966	MSYJ286180.1	2.09737	Cs5g18350.1	12.7195
OG0012967	MSYJ196380.1	11.4798	Cs4g18320.1	2.21155
OG0012968	MSYJ024510.1	6.97762	orange1.1t01093.1	4.69731
OG0012969	MSYJ206900.1	0.216002	Cs9g14430.1	0
OG0012970	MSYJ133020.1	43.5484	Cs2g11950.1	20.2504
OG0012971	MSYJ050780.1	2.80805	Cs7g30940.1	0.124182
OG0012972	MSYJ070400.1	44.7108	Cs9g03090.1	107.549
OG0012973	MSYJ167750.1	29.028	Cs9g05040.1	13.0934
OG0012974	MSYJ021300.1	42.3604	Cs4g13590.1	61.5774
OG0012975	MSYJ054400.1	0.298858	Cs2g08960.1	0
OG0012976	MSYJ019210.1	5.2999	Cs8g15930.1	0.53471
OG0012977	MSYJ142550.1	7.31462	Cs8g01860.1	3.93827
OG0012978	MSYJ030250.1	1.00897	Cs6g10580.1	0.373164
OG0012979	MSYJ031370.2	0.098041	orange1.1t02259.1	0.296515
OG0012981	MSYJ036750.1	0.134291	Cs6g17750.1	2.11459
OG0012982	MSYJ158530.1	0.0348944	Cs7g23670.1	0
OG0012983	MSYJ048440.1	21.9644	Cs1g20100.1	29.2239
OG0012984	MSYJ161870.1	0	Cs7g02520.1	0
OG0012985	MSYJ159250.1	6.61474	orange1.1t04184.1	11.1239
OG0012986	MSYJ064920.1	0.988764	Cs3g17690.1	0.322103
OG0012987	MSYJ181330.1	0	Cs3g02470.1	0
OG0012988	MSYJ044540.2	8.1463	Cs9g06420.2	0.700337
OG0012989	MSYJ118120.1	14.8057	Cs9g18620.1	11.0018
OG0012990	MSYJ037710.1	1.41003	Cs6g18760.1	1.92458
OG0012992	MSYJ028400.1	11.9981	Cs2g20490.1	15.7721
OG0012993	MSYJ033330.1	3.92702	Cs6g14100.1	2.43482
OG0012994	MSYJ103350.1	0	Cs8g01380.1	0.143881
OG0012995	MSYJ137160.1	0.263874	Cs1g03910.1	0.0380085
OG0012997	MSYJ287810.1	6.17636	Cs7g07980.1	1.46792
OG0012998	MSYJ158120.1	7.00604	Cs7g23090.1	17.3155
OG0012999	MSYJ208840.1	18.3098	Cs7g12320.1	11.6113
OG0013000	MSYJ218140.1	15.9776	Cs5g31910.1	16.1929
OG0013001	MSYJ056660.1	0	Cs2g18920.1	0
OG0013002	MSYJ067190.1	0	Cs3g15280.1	0
OG0013003	MSYJ113190.1	2.83715	orange1.1t01729.1	0.0576408
OG0013004	MSYJ144630.1	38.0766	Cs4g10800.1	74.1718
OG0013005	MSYJ142490.1	8.99686	Cs9g01050.1	2.13348
OG0013006	MSYJ149600.1	10.3445	Cs7g24450.1	13.2997
OG0013007	MSYJ074290.1	0.0613068	Cs4g01420.1	0.0423156
OG0013008	MSYJ031010.1	296.962	Cs6g11540.1	7.09574
OG0013009	MSYJ175640.1	0.471585	Cs5g10500.1	1.54276
OG0013010	MSYJ208960.1	18.5921	Cs7g12440.1	18.2461
OG0013011	MSYJ045600.1	2.57926	Cs7g12060.1	2.11915
OG0013012	MSYJ037320.1	12.7419	Cs6g18360.1	5.77521
OG0013014	MSYJ046000.1	0.515431	orange1.1t04064.1	0
OG0013015	MSYJ092950.1	4.32968	Cs5g06740.1	0.368137
OG0013016	MSYJ066760.1	3.41282	Cs3g15690.1	0.0504864
OG0013017	MSYJ190660.1	0	Cs4g03280.1	0
OG0013018	MSYJ129440.1	0	Cs5g28370.1	0
OG0013019	MSYJ035430.1	32.943	Cs6g16440.1	37.917
OG0013020	MSYJ038330.1	8.03551	Cs6g19350.1	0.219342
OG0013021	MSYJ276120.1	0	Cs1g23080.1	0
OG0013024	MSYJ179880.1	15.6662	Cs7g21100.1	34.7643
OG0013025	MSYJ027860.1	0.286237	orange1.1t05133.1	0.789219
OG0013027	MSYJ030680.1	0	Cs6g11200.1	1.91465
OG0013028	MSYJ277930.1	3.67117	Cs1g24940.1	0.637271
OG0013029	MSYJ248530.1	0.270545	orange1.1t03274.1	0.0454759
OG0013031	MSYJ192260.1	0.505291	Cs2g31330.1	0.12591
OG0013032	MSYJ066040.1	143.307	Cs3g16530.1	147.232
OG0013033	MSYJ141070.1	24.8163	Cs9g02420.1	8.49609
OG0013034	MSYJ123510.1	110.356	Cs4g07280.1	73.9597
OG0013035	MSYJ167480.1	0.400905	Cs9g05370.1	0.554491
OG0013036	MSYJ139120.1	48.1671	Cs1g13980.1	51.7078
OG0013037	MSYJ051320.1	0.0537047	Cs7g30340.1	0
OG0013038	MSYJ233190.1	23.7923	Cs5g03510.1	28.1522
OG0013039	MSYJ228570.1	0	Cs4g12450.1	0.209599
OG0013040	MSYJ046910.1	89.1296	Cs1g21550.1	37.319
OG0013041	MSYJ145420.1	88.51	Cs7g29540.1	102.897
OG0013042	MSYJ266760.1	0	orange1.1t02036.1	0
OG0013043	MSYJ065880.1	14.6559	Cs3g16700.1	36.8464
OG0013044	MSYJ226470.1	51.6213	orange1.1t03977.1	219.388
OG0013045	MSYJ206110.1	0.353453	Cs8g18090.1	0
OG0013046	MSYJ176730.1	42.5454	Cs5g11660.1	47.5308
OG0013047	MSYJ182410.1	32.0574	Cs1g22660.1	11.9337
OG0013048	MSYJ262270.1	3.62096	Cs7g09000.1	23.3989
OG0013049	MSYJ007540.1	3.3888	orange1.1t00713.1	7.81441
OG0013050	MSYJ185480.1	0	Cs2g05500.1	0.0937518
OG0013051	MSYJ036110.1	1.89254	Cs6g17120.1	0.147271
OG0013052	MSYJ156540.1	0	Cs7g06080.1	0.0888295
OG0013053	MSYJ255210.1	9.27216	Cs3g26290.1	40.8683
OG0013055	MSYJ101670.2	10.1877	Cs6g05580.2	0.112355
OG0013056	MSYJ046230.1	103.536	Cs1g22240.1	219.128
OG0013057	MSYJ065980.2	12.0425	Cs3g16590.3	3.26863
OG0013058	MSYJ187480.1	0.49136	Cs2g03470.1	0.306911
OG0013059	MSYJ174760.1	9.25495	Cs8g06370.1	4.75394
OG0013060	MSYJ034440.1	1105.44	Cs6g15430.1	1668.92
OG0013061	MSYJ211390.1	29.6344	Cs9g17550.1	6.96686
OG0013062	MSYJ133000.1	4.6695	Cs2g11930.1	1.72157
OG0013063	MSYJ156820.1	0.454632	Cs7g05760.1	0.703023
OG0013064	MSYJ012440.1	0	Cs1g17420.1	1.43983
OG0013065	MSYJ083270.1	4.79487	Cs2g23200.1	18.3716
OG0013066	MSYJ184340.1	20.4507	Cs2g06770.1	93.3676
OG0013067	MSYJ262650.1	45.0509	Cs7g09410.1	62.9406
OG0013068	MSYJ158270.1	7.61197	Cs7g23340.1	35.4501
OG0013069	MSYJ276740.1	2.35878	Cs1g23770.1	2.13547
OG0013070	MSYJ167040.1	0	Cs9g05880.1	0
OG0013071	MSYJ027110.1	2.04256	Cs2g21840.1	0.320843
OG0013072	MSYJ019200.1	0.412187	Cs8g15920.1	0
OG0013073	MSYJ251660.1	8.39404	Cs5g27450.1	27.8805
OG0013074	MSYJ284830.3	18.5338	Cs1g08210.3	0.208762
OG0013076	MSYJ131870.1	27.7079	Cs2g10700.1	0
OG0013077	MSYJ041900.1	0	orange1.1t05641.1	0
OG0013078	MSYJ031520.1	13.7814	orange1.1t02243.1	321.079
OG0013079	MSYJ157190.1	0	Cs7g05330.1	0
OG0013080	MSYJ106270.1	3.44803	Cs5g09110.1	0.937661
OG0013081	MSYJ217900.1	47.2179	Cs5g32210.1	25.2738
OG0013082	MSYJ155120.1	0.078636	Cs7g13930.1	0.321219
OG0013083	MSYJ185020.1	1.02008	Cs2g06070.1	8.80841
OG0013084	MSYJ111830.1	1.03058	orange1.1t00542.1	1.44287
OG0013085	MSYJ027510.1	0.120874	Cs2g21490.1	0.200567
OG0013086	MSYJ096770.1	60.8888	orange1.1t02985.1	11.5605
OG0013087	MSYJ134970.2	23.0351	Cs2g16730.4	3.05154
OG0013088	MSYJ098470.1	0	Cs1g02140.1	0
OG0013089	MSYJ065990.1	17.3349	Cs3g16580.1	12.6035
OG0013090	MSYJ119800.3	6.22869e-09	Cs6g21570.3	28.212
OG0013091	MSYJ243550.1	0	Cs3g10720.1	0
OG0013092	MSYJ222040.1	0.649563	Cs9g11800.1	0.766607
OG0013094	MSYJ257410.1	118.029	Cs3g23950.1	29.3498
OG0013095	MSYJ089070.1	0	orange1.1t02424.1	0
OG0013096	MSYJ123480.2	15.2524	Cs4g07240.2	8.46142
OG0013097	MSYJ176690.3	10.5587	Cs5g11610.1	4.3963
OG0013098	MSYJ007340.1	0	Cs5g14740.1	6.24422
OG0013099	MSYJ152630.1	4.06463	Cs2g23125.1	464.076
OG0013100	MSYJ281660.1	1.40224	Cs7g19130.1	0.955985
OG0013101	MSYJ110670.1	15.4526	orange1.1t00420.1	6.6603
OG0013102	MSYJ250610.1	1.0638	Cs3g22170.1	0
OG0013103	MSYJ199690.1	51.3342	Cs1g09110.1	136.468
OG0013104	MSYJ273190.1	0.215511	orange1.1t01641.1	0
OG0013105	MSYJ000660.1	9.17789	Cs3g03740.1	6.95918
OG0013106	MSYJ024120.1	44.1063	orange1.1t01046.1	93.3884
OG0013107	MSYJ068260.1	24.9666	Cs3g14290.1	136.525
OG0013108	MSYJ051470.1	0.658652	Cs7g30190.1	0
OG0013109	MSYJ115220.1	49.9735	Cs5g33140.1	133.884
OG0013110	MSYJ142080.1	37.6689	Cs9g01490.1	162.776
OG0013111	MSYJ019140.1	0.694238	Cs8g15840.1	0
OG0013112	MSYJ182300.1	9.89994	Cs1g22780.1	4.46888
OG0013113	MSYJ208070.1	0	orange1.1t03944.1	0
OG0013114	MSYJ177460.1	73.0274	Cs7g25800.1	65.757
OG0013115	MSYJ267190.1	1.33171	orange1.1t02092.1	0.784229
OG0013116	MSYJ162270.1	0	Cs7g02100.1	0
OG0013117	MSYJ120190.1	19.1669	Cs6g21160.1	7.77631
OG0013118	MSYJ175920.1	26.0901	Cs5g10740.1	65.7535
OG0013119	MSYJ021360.1	6.84814	Cs4g13530.1	8.36424
