	Orthogroup	Cr	Cr.expr	Crdist	Cs	Cs.expr	Csdist
50	OG0007491	MSYJ158480.1	0.42013900000000004	-63	Cs7g23610.1	0.35580300000000004	-6
51	OG0007492	MSYJ124920.1	0.0	1211487	orange1.1t02874.1	0.0	0
52	OG0007493	MSYJ248200.1	53.0262	0	Cs4g12580.1	60.7003	10205207
53	OG0007494	MSYJ286410.1	0.0	0	Cs5g19610.1	0.0	0
54	OG0007498	MSYJ220650.1	14.4655	331	Cs5g29170.1	5.1201300000000005	-292
55	OG0007499	MSYJ057070.1	45.7175	0	Cs2g19350.1	17.1318	0
56	OG0007500	MSYJ025650.1	49.1146	220	orange1.1t00912.1	42.3477	0
57	OG0007501	MSYJ024240.1	13.3421	1460301	orange1.1t05959.1	15.8341	0
58	OG0007505	MSYJ065760.1	128.315	-2591	Cs3g16830.1	147.72299999999998	1426
59	OG0007507	MSYJ207730.1	26.1028	7307	Cs3g07395.1	11.3249	0
60	OG0007508	MSYJ112270.1	17.0708	945	orange1.1t00584.1	11.5031	61438386
61	OG0007511	MSYJ250160.1	7.80333	0	Cs3g21710.1	12.732999999999999	0
62	OG0007512	MSYJ119520.1	0.14208199999999999	910856	Cs6g21890.1	0.141556	-998
63	OG0007513	MSYJ105710.1	161.33700000000002	2531990	Cs5g08610.1	223.235	30462299
64	OG0007514	MSYJ069050.1	18.1565	2463628	Cs6g20090.1	13.1076	633
65	OG0007515	MSYJ036180.1	42.2967	0	Cs6g17180.3	56.3724	0
66	OG0007517	MSYJ012930.1	0.700124	-916	Cs1g16830.1	0.689928	-2489
67	OG0007518	MSYJ113800.1	1.13695	-367	orange1.1t01659.1	0.45071300000000003	266
68	OG0007519	MSYJ175540.1	0.23625700000000002	2322715	Cs5g10390.1	0.108822	28889283
69	OG0007523	MSYJ093980.1	11.1593	0	Cs5g05730.1	20.7865	31424140
70	OG0007524	MSYJ027170.1	0.0	2240035	Cs2g21800.1	0.0	106
71	OG0007525	MSYJ049900.1	4.5729	-1230	Cs7g31830.1	2.89267	575
72	OG0007526	MSYJ198990.1	0.768512	128431	orange1.1t02316.1	0.0	-1000
73	OG0007530	MSYJ250170.1	5.016380000000001	0	Cs3g21720.1	6.189780000000001	0
74	OG0007531	MSYJ181600.1	15.6212	0	Cs3g01960.1	19.0159	12045788
75	OG0007533	MSYJ111850.1	58.6417	-1116	orange1.1t00544.1	108.79799999999999	58302298
76	OG0007534	MSYJ109590.1	41.0628	0	orange1.1t00306.1	29.9787	43399291
77	OG0007535	MSYJ136490.1	0.0	1916814	orange1.1t03358.1	0.0	0
78	OG0007538	MSYJ093490.1	31.2852	-2643	Cs5g06170.1	14.0203	32307437
79	OG0007539	MSYJ066540.1	56.5255	391	Cs3g16000.1	37.2479	-385
80	OG0007541	MSYJ097820.1	0.0	230371	Cs7g22090.1	0.0	-1562
81	OG0007542	MSYJ149730.1	8.99751	556052	Cs7g24580.1	27.2043	0
82	OG0007543	MSYJ205700.1	4.43618	383	Cs8g18480.1	4.74825	-184
83	OG0007544	MSYJ014100.1	33.4957	210	Cs1g15460.1	36.9262	-200
84	OG0007545	MSYJ242980.1	3.00981	1212045	Cs7g14960.1	0.526712	0
85	OG0007546	MSYJ233480.1	11.3159	1469	Cs5g03210.1	1.18646	14522928
86	OG0007547	MSYJ192020.1	34.6268	-43	Cs2g29680.1	196.968	357
87	OG0007548	MSYJ100780.1	34.3643	2215184	Cs6g06910.1	68.6182	12341970
88	OG0007550	MSYJ063730.1	9.58168	3955226	Cs3g18970.1	10.4945	0
89	OG0007552	MSYJ200140.1	1.80807	-45640	Cs6g04550.1	0.8244520000000001	15734280
90	OG0007555	MSYJ138350.1	0.137464	2492687	Cs1g13140.1	0.0	-283
91	OG0007556	MSYJ030610.1	18.6123	2247381	Cs6g11060.1	27.7716	0
92	OG0007557	MSYJ035340.1	1.02565	103	Cs6g16340.1	1.0254	56
93	OG0007558	MSYJ222190.1	20.0536	459	orange1.1t01861.1	25.3474	-80
94	OG0007559	MSYJ068290.1	7.2207300000000005	518	Cs3g14270.1	13.4802	-437
95	OG0007560	MSYJ232820.1	0.11138900000000002	0	Cs5g03880.1	0.0	19326811
96	OG0007562	MSYJ260560.1	0.268269	902443	Cs2g14570.1	0.5715399999999999	260
97	OG0007563	MSYJ165990.1	33.6863	1502917	Cs9g06990.1	16.7151	14080469
98	OG0007564	MSYJ063630.1	0.736737	4033639	Cs3g19060.1	0.760641	359
99	OG0007566	MSYJ134880.1	0.30329	264	Cs2g16610.1	0.0	264
100	OG0007567	MSYJ253060.1	3.5680300000000003	0	Cs5g26050.2	6.68193	0
101	OG0007572	MSYJ088550.1	0.0263341	0	Cs6g11920.1	0.0	69
102	OG0007573	MSYJ161500.1	66.882	0	Cs7g02890.1	30.1231	10521441
103	OG0007574	MSYJ242910.1	7.00208	1271987	Cs7g15050.1	1.9639	0
104	OG0007577	MSYJ074740.1	0.48816099999999996	721925	Cs4g01810.1	0.9078299999999999	19297473
105	OG0007581	MSYJ182370.1	42.2117	0	Cs1g22710.1	46.4359	0
106	OG0007582	MSYJ087160.1	19.2281	-67	Cs4g08560.1	16.0643	14271227
107	OG0007583	MSYJ072010.1	1.57482	1379	Cs7g06500.1	1.3192	28404923
108	OG0007585	MSYJ287140.1	36.4184	1437	Cs5g27020.1	27.89	868
109	OG0007586	MSYJ212050.1	0.0	0	Cs8g04950.1	0.0	19954422
110	OG0007588	MSYJ226490.1	18.0924	420974	orange1.1t03504.1	8.70327	89
111	OG0007589	MSYJ142870.1	3.3501199999999995	-295	Cs8g02160.1	7.51404	21952333
112	OG0007590	MSYJ118220.1	41.1963	570082	Cs9g18710.1	55.1416	276
113	OG0007595	MSYJ008090.1	4.1243	0	Cs9g12610.1	1.97812	0
114	OG0007596	MSYJ071860.1	30.8737	-126	Cs7g06660.1	35.8194	28303043
115	OG0007597	MSYJ034240.1	603.533	-68	Cs6g15220.2	186.265	-54
116	OG0007598	MSYJ020130.1	1.56697	0	Cs8g16870.1	0.0	0
117	OG0007599	MSYJ133670.1	16.2316	-327	Cs2g12590.1	9.67794	21330280
118	OG0007600	MSYJ103370.1	10.1746	807	Cs8g01400.1	1.72036	22438078
119	OG0007601	MSYJ149530.1	1.34097	780278	Cs7g22000.2	0.68067	152
120	OG0007602	MSYJ251930.1	0.301342	0	Cs5g27170.1	0.0719695	0
121	OG0007604	MSYJ257870.1	22.8266	633	Cs3g23490.1	23.8291	-578
122	OG0007606	MSYJ057130.1	20.5246	-140	Cs2g19390.1	18.1141	-291
123	OG0007609	MSYJ153980.1	80.2664	1312868	orange1.1t02456.1	52.5436	0
124	OG0007610	MSYJ238640.1	2.05171	1402518	Cs9g08110.2	1.8065200000000001	13175866
125	OG0007611	MSYJ217980.1	16.8799	2475161	Cs5g32120.2	34.1693	-213
126	OG0007612	MSYJ100500.1	96.2917	2412276	Cs6g06620.1	18.5206	12539879
127	OG0007613	MSYJ211530.1	102.823	-541	Cs9g17740.1	27.0172	-305
128	OG0007614	MSYJ006250.1	0.0	2484682	Cs2g26330.1	0.0	77
129	OG0007615	MSYJ208970.1	13.6152	2181175	Cs7g12450.1	34.5596	23782371
130	OG0007618	MSYJ254940.1	2.31504	-158	Cs3g26570.1	0.8006479999999999	0
131	OG0007621	MSYJ237680.1	0.0	0	Cs8g06700.1	0.0	18078442
132	OG0007623	MSYJ002190.1	45.1803	720915	Cs4g14160.1	10.700999999999999	-474
133	OG0007625	MSYJ001260.1	330.78	0	Cs7g22990.1	4.500430000000001	0
134	OG0007627	MSYJ042380.1	0.11511199999999999	313512	Cs7g28270.1	0.0976048	1407
135	OG0007629	MSYJ278210.1	24.459	-208	Cs1g25220.1	42.0654	91
136	OG0007630	MSYJ243360.1	0.0	909239	Cs7g14580.1	0.0	139
137	OG0007632	MSYJ043370.1	322.816	1311	Cs2g23660.1	341.06199999999995	0
138	OG0007633	MSYJ225770.1	65.3282	0	Cs5g24820.1	0.0	0
139	OG0007636	MSYJ058910.1	6.2224	2626489	Cs2g28340.1	7.21881	346
140	OG0007637	MSYJ286840.1	0.0	0	Cs2g26320.1	0.0	0
141	OG0007638	MSYJ101820.1	2.39413	515	Cs6g05420.1	5.71649	14331241
142	OG0007639	MSYJ237580.1	14.6709	385906	Cs8g06830.1	23.93	17894646
143	OG0007641	MSYJ263090.1	0.0	-41	Cs7g09850.1	2.18312	25867458
144	OG0007642	MSYJ210820.1	5.6771	-55	Cs9g16970.1	2.7331	0
145	OG0007643	MSYJ101870.1	23.8568	-292	Cs6g05380.1	23.6024	14408954
146	OG0007646	MSYJ048880.1	1.2899399999999999	360	Cs1g19650.1	2.35161	-308
147	OG0007647	MSYJ016850.1	0.0	3045197	Cs6g08610.1	0.842037	-2064
148	OG0007648	MSYJ116500.1	13.9974	1141352	Cs9g13620.1	59.3934	-153
149	OG0007649	MSYJ208780.1	0.0	1432766	Cs7g12230.1	0.0	24026198
150	OG0007651	MSYJ155750.1	0.0	1042391	orange1.1t04145.1	0.0	0
151	OG0007652	MSYJ041810.1	12.9172	801256	Cs1g14360.1	7.931489999999999	-3552
152	OG0007654	MSYJ049130.1	1.51696	0	Cs1g19350.1	1.16729	0
153	OG0007655	MSYJ215010.1	0.585148	2108	Cs5g18560.1	0.39723200000000003	-2028
154	OG0007656	MSYJ278890.1	38.3868	0	Cs1g25910.1	79.5897	0
155	OG0007657	MSYJ063200.1	189.005	4357781	Cs3g19540.1	36.8476	-78
156	OG0007658	MSYJ194120.1	22.4077	0	Cs5g20420.1	223.89700000000002	-188
157	OG0007659	MSYJ190270.1	26.0311	2940814	Cs4g03650.1	56.4426	17281112
158	OG0007662	MSYJ031180.1	23.6765	5856841	orange1.1t02277.1	15.2914	89
159	OG0007663	MSYJ257570.1	174.06799999999998	0	Cs3g23770.1	367.413	-202
160	OG0007664	MSYJ166090.1	18.1808	1453101	Cs9g06890.1	25.7207	14132875
161	OG0007665	MSYJ263200.1	21.9017	0	Cs7g09920.1	23.4189	25827405
162	OG0007666	MSYJ156870.1	6.24831	-27	Cs7g05720.1	4.42845	27947331
163	OG0007668	MSYJ050150.1	42.403	-818	Cs7g31560.1	80.9819	805
164	OG0007670	MSYJ070280.1	33.1357	-296	Cs9g02970.1	87.6112	12146205
165	OG0007671	MSYJ085330.1	19.5521	1760773	Cs3g20240.1	21.9205	-201
166	OG0007674	MSYJ030890.1	6.96098	4227877	Cs6g11430.1	10.8588	84
167	OG0007675	MSYJ219610.1	103.286	284	Cs5g30270.1	40.6844	3466
168	OG0007676	MSYJ082310.1	0.324571	0	Cs1g05450.1	0.0866557	23597381
169	OG0007679	MSYJ190210.1	14.5852	2999528	Cs4g03710.1	46.3197	17813178
170	OG0007680	MSYJ258230.1	0.771307	339	Cs3g23160.1	0.32819	-153
171	OG0007682	MSYJ280830.1	7.73477	1307373	Cs7g19940.1	0.0780477	-329
172	OG0007683	MSYJ195500.1	12.3571	781223	Cs4g17400.1	4.56873	0
173	OG0007685	MSYJ136780.1	2.28162	1751689	orange1.1t03327.1	1.28257	-231
174	OG0007686	MSYJ132720.1	35.8975	-905	Cs2g11670.1	33.2656	22023567
175	OG0007687	MSYJ049940.1	24.5404	0	Cs7g31790.1	22.086	0
176	OG0007689	MSYJ080160.1	0.0	333	Cs5g32590.1	0.397897	-322
177	OG0007690	MSYJ046410.1	1.03292	3835232	Cs1g22040.1	0.143797	-464
178	OG0007691	MSYJ059950.1	9.22228	1720358	Cs2g27150.1	13.7536	0
179	OG0007692	MSYJ112460.1	6.59238	7188	orange1.1t00606.1	5.82683	62767113
180	OG0007693	MSYJ061810.1	13.3177	255623	Cs2g25390.1	8.78663	0
181	OG0007694	MSYJ061370.1	12.4319	864687	Cs2g13940.1	17.6613	-1194
182	OG0007695	MSYJ269930.1	0.04399190000000001	1595473	Cs5g01500.1	0.0372624	35658686
183	OG0007697	MSYJ175910.1	76.2256	3838311	Cs5g10730.1	78.2418	28564314
184	OG0007700	MSYJ251820.1	14.3293	-140	Cs5g27290.1	5.60457	139
185	OG0007702	MSYJ253660.1	0.16342	2207818	Cs3g27780.1	0.0478093	-260
186	OG0007705	MSYJ229060.1	304.091	96202	Cs8g07470.1	77.5194	17314487
187	OG0007706	MSYJ046160.1	34.6362	2731859	Cs1g22300.1	7.05397	-291
188	OG0007707	MSYJ120990.1	27.2517	2353233	Cs4g04550.1	21.4247	17246291
189	OG0007712	MSYJ004200.1	0.0	-153	Cs8g07920.1	0.0	16743457
190	OG0007713	MSYJ051440.1	0.593762	545	Cs7g30220.1	0.824417	-519
191	OG0007715	MSYJ200280.1	0.168027	-232211	Cs6g04750.1	1.07145	15472432
192	OG0007719	MSYJ193440.1	0.0	0	Cs2g30130.1	0.0	0
193	OG0007720	MSYJ134420.1	0.411578	0	Cs2g13450.2	0.179565	0
194	OG0007723	MSYJ152850.1	0.0	1248046	Cs7g22580.1	0.0	0
195	OG0007724	MSYJ278620.1	17.583	0	Cs1g25640.1	13.4636	0
196	OG0007726	MSYJ005260.1	1.01732	173819	orange1.1t02546.1	6.65521	0
197	OG0007727	MSYJ218530.1	0.0	5240872	Cs5g31410.1	0.0	0
198	OG0007728	MSYJ192210.1	0.144819	0	Cs2g31360.1	1.34637	0
199	OG0007730	MSYJ023380.1	86.1104	0	Cs6g09710.2	40.6622	231
200	OG0007733	MSYJ257030.1	25.3156	-2205	Cs3g24380.1	13.8283	2384
201	OG0007734	MSYJ247460.1	2.0572	543441	Cs8g09120.1	0.938449	15307503
202	OG0007735	MSYJ117810.1	0.0133	906850	Cs9g18200.1	0.0	0
203	OG0007739	MSYJ008880.1	1.9877599999999997	0	Cs5g25340.1	3.80229	0
204	OG0007740	MSYJ046980.1	50.0524	3429566	Cs1g21490.1	38.6051	-4099
205	OG0007744	MSYJ064440.1	9.43797	549	Cs3g18260.2	3.2292400000000003	-581
206	OG0007745	MSYJ061130.1	2.58023	0	Cs1g10220.1	16.5073	0
207	OG0007746	MSYJ035730.1	2.35835	0	Cs6g16750.1	5.65075	0
208	OG0007747	MSYJ075210.1	66.3531	401971	Cs4g02250.1	39.3917	18970833
209	OG0007748	MSYJ120110.1	1666.33	563615	Cs6g21260.1	4256.42	-386
210	OG0007749	MSYJ119080.1	84.1768	1189635	Cs6g22370.1	91.6981	-52
211	OG0007750	MSYJ112530.1	16.2484	0	orange1.1t00613.1	8.71822	63271959
212	OG0007751	MSYJ183380.1	0.0209234	0	Cs2g07730.1	0.0	26137728
213	OG0007752	MSYJ243090.1	7.69115	1141646	Cs7g14830.1	4.26248	-566
214	OG0007754	MSYJ140890.1	0.0	-1046	Cs9g02600.1	0.0	9869689
215	OG0007755	MSYJ277700.1	5.4298	0	Cs1g24710.1	7.78977	0
216	OG0007756	MSYJ241800.1	31.2602	1415104	orange1.1t02729.1	47.0554	0
217	OG0007758	MSYJ089850.1	9.10057	646415	Cs7g16995.1	7.4219100000000005	0
218	OG0007762	MSYJ286230.1	0.0	0	Cs5g18270.1	0.0	0
219	OG0007763	MSYJ255450.1	109.206	1673	Cs3g26020.1	72.4778	1238
220	OG0007764	MSYJ123980.1	0.556194	972	Cs4g07720.1	2.2343900000000003	14999454
221	OG0007766	MSYJ103610.1	25.1558	190	Cs8g01680.1	61.2919	22272859
222	OG0007769	MSYJ052790.1	16.385	187	orange1.1t03831.1	8.73407	-251
223	OG0007770	MSYJ110930.1	0.404448	-375	orange1.1t00447.1	0.30382	51506562
224	OG0007771	MSYJ036980.1	37.7077	-3347	Cs6g17980.1	30.3844	0
225	OG0007772	MSYJ075650.1	59.4554	-293	Cs4g02730.2	119.81700000000001	11634706
226	OG0007775	MSYJ054050.1	0.0	0	Cs2g09310.2	0.0645004	24155887
227	OG0007776	MSYJ076960.1	0.868655	16	Cs3g04755.1	2.85616	22713174
228	OG0007777	MSYJ250580.1	64.2395	0	Cs3g22150.1	83.2189	0
229	OG0007779	MSYJ205270.1	95.2189	-184	Cs8g18910.2	127.536	119
230	OG0007780	MSYJ023170.1	7344.05	0	Cs6g09970.1	1780.83	0
231	OG0007781	MSYJ283380.1	32.6663	-231	Cs1g06525.1	39.734	22247651
232	OG0007786	MSYJ142250.1	22.3302	-5416	Cs9g01310.1	22.4781	16721936
233	OG0007787	MSYJ218700.1	36.8662	5098399	Cs5g31240.1	93.0489	210
234	OG0007788	MSYJ050220.1	0.0	0	Cs7g31480.1	0.0	0
235	OG0007792	MSYJ152280.1	16.8772	-226	orange1.1t00050.2	24.7656	88037930
236	OG0007793	MSYJ159830.1	13.8955	0	Cs7g04540.1	40.5242	20723397
237	OG0007794	MSYJ148640.1	28.6723	-967	Cs4g20290.1	26.6156	-956
238	OG0007795	MSYJ247230.1	74.0075	778433	Cs8g08850.1	175.47	15526346
239	OG0007796	MSYJ131700.1	1.17266	4043152	Cs2g10490.1	0.224068	22992142
240	OG0007797	MSYJ084010.1	13.0688	168	Cs2g25140.1	15.2589	-75
241	OG0007798	MSYJ005060.1	0.0	0	Cs1g11090.1	0.0	0
242	OG0007799	MSYJ018730.1	2.12744	-318	Cs8g15410.1	13.7743	0
243	OG0007802	MSYJ069240.1	0.204333	1845477	Cs6g20330.1	0.0832128	19
244	OG0007803	MSYJ219800.1	0.0	-520	Cs5g30120.1	0.0	329
245	OG0007804	MSYJ239890.1	0.059985000000000004	-632	Cs9g10310.1	0.0	10783064
246	OG0007805	MSYJ241940.1	10.7809	1140799	Cs5g16000.1	4.48002	0
247	OG0007806	MSYJ046720.1	18.8143	3578588	Cs1g21710.1	11.7189	-228
248	OG0007807	MSYJ113830.1	9.04839	442	orange1.1t01656.1	8.35228	-276
249	OG0007808	MSYJ037430.1	36.9377	218	Cs6g18490.1	44.0159	0
250	OG0007811	MSYJ097400.1	103.56700000000001	845099	orange1.1t02618.1	279.76099999999997	0
251	OG0007813	MSYJ196380.1	11.6217	-194	Cs4g18320.1	2.3348299999999997	-261
252	OG0007814	MSYJ024510.1	7.05351	863661	orange1.1t01093.1	4.93149	-161
253	OG0007815	MSYJ206900.1	0.218611	362626	Cs9g14430.1	0.0	-1245
254	OG0007817	MSYJ133020.1	44.0198	-422	Cs2g11950.1	21.3186	21835407
255	OG0007818	MSYJ050780.1	2.8511599999999997	-1100	Cs7g30940.1	0.13078199999999998	1101
256	OG0007820	MSYJ167750.1	29.3191	-596	Cs9g05040.1	13.7141	15512658
257	OG0007821	MSYJ142300.1	3.57245	-882	Cs9g01270.1	8.43913	15547854
258	OG0007822	MSYJ120790.1	16.3476	2213179	Cs4g04350.1	14.5475	17380804
259	OG0007823	MSYJ252660.1	0.8945129999999999	0	Cs5g26420.1	0.0598802	0
260	OG0007824	MSYJ043820.1	16.1618	-546	Cs2g24500.1	20.2971	511
261	OG0007825	MSYJ021300.1	42.886	0	Cs4g13590.1	64.7542	0
262	OG0007828	MSYJ054400.1	0.30482	1013	Cs2g08960.1	0.0	24740636
263	OG0007830	MSYJ041880.1	11.6579	738980	Cs1g14310.1	11.5194	0
264	OG0007831	MSYJ019210.1	5.38897	-470	Cs8g15930.1	0.566511	-30
265	OG0007832	MSYJ142550.1	7.40445	-378	Cs8g01860.1	4.16105	22148691
266	OG0007833	MSYJ030250.1	1.0211299999999999	4171050	Cs6g10580.1	0.393394	3165
267	OG0007836	MSYJ036750.1	0.13634100000000002	1893	Cs6g17750.1	2.23769	1829
268	OG0007837	MSYJ048440.1	22.2436	-286	Cs1g20100.1	30.6731	402
269	OG0007840	MSYJ180200.1	0.0	0	Cs7g21300.1	3.05355	0
270	OG0007841	MSYJ159250.1	6.698360000000001	0	orange1.1t04184.1	11.7005	0
271	OG0007842	MSYJ019220.1	10.927	0	Cs8g15940.1	11.4994	0
272	OG0007843	MSYJ064920.1	1.00495	78	Cs3g17690.1	0.340088	0
273	OG0007845	MSYJ118120.1	14.9668	632480	Cs9g18620.1	11.5385	-7802
274	OG0007846	MSYJ037710.1	1.42842	-790	Cs6g18760.1	2.02351	-816
275	OG0007848	MSYJ028400.1	12.1436	0	Cs2g20490.1	16.6738	0
276	OG0007849	MSYJ033330.1	3.96944	-2548	Cs6g14100.1	2.5562	-3448
277	OG0007850	MSYJ103350.1	0.0	-956	Cs8g01380.1	0.15171600000000002	22446723
278	OG0007852	MSYJ137160.1	0.266509	796	Cs1g03910.1	0.0398842	25669395
279	OG0007854	MSYJ287810.1	6.27982	127	Cs7g07980.1	1.5609899999999999	27256830
280	OG0007855	MSYJ158120.1	7.0786	5922727	Cs7g23090.1	18.1026	973
281	OG0007856	MSYJ119430.1	1.96734	960803	Cs6g22000.1	0.761603	-648
282	OG0007857	MSYJ208840.1	18.5146	2028092	Cs7g12320.1	12.2105	23927843
283	OG0007858	MSYJ218140.1	16.1591	3430656	Cs5g31910.1	17.1532	51
284	OG0007859	MSYJ193780.1	21.9011	533	Cs2g01060.1	23.3024	30752011
285	OG0007860	MSYJ056660.1	0.0	114	Cs2g18920.1	0.0	113
286	OG0007861	MSYJ067190.1	0.0	-520	Cs3g15280.1	0.0	-2449
287	OG0007864	MSYJ142490.1	9.02716	1085	Cs9g01050.1	2.2718599999999998	18407450
288	OG0007865	MSYJ149600.1	10.5061	679143	Cs7g24450.1	14.0178	-161
289	OG0007867	MSYJ233470.1	1.14507	1647	Cs5g03220.1	0.248556	14545256
290	OG0007868	MSYJ080960.1	0.0	0	Cs9g18770.1	0.0	0
291	OG0007870	MSYJ031010.1	301.107	4830916	Cs6g11540.1	7.470219999999999	0
292	OG0007871	MSYJ175640.1	0.47712	3096942	Cs5g10500.1	1.62545	28792714
293	OG0007872	MSYJ208960.1	18.8142	2194967	Cs7g12440.1	19.2229	23795858
294	OG0007873	MSYJ245800.1	92.4353	965707	Cs8g05050.1	74.7781	19901780
295	OG0007874	MSYJ045600.1	2.6135200000000003	0	Cs7g12060.1	2.22716	24172667
296	OG0007875	MSYJ234730.1	13.9002	27	Cs5g01890.1	12.9471	35387684
297	OG0007882	MSYJ046000.1	0.521651	1827145	orange1.1t04064.1	0.0	-576
298	OG0007884	MSYJ092950.1	4.37977	702070	Cs5g06740.1	0.385563	31906570
299	OG0007887	MSYJ190660.1	0.0	2701168	Cs4g03280.1	0.0	15018923
300	OG0007888	MSYJ141580.1	34.0097	679	Cs9g01930.1	48.0925	17825276
301	OG0007890	MSYJ129440.1	0.0	147	Cs5g28370.1	0.0	157
302	OG0007892	MSYJ035430.1	33.3275	439	Cs6g16440.1	39.9485	601
303	OG0007894	MSYJ038330.1	8.17769	433	Cs6g19350.1	0.231254	276
304	OG0007895	MSYJ276120.1	0.0	2685394	Cs1g23080.1	0.0	-231
305	OG0007899	MSYJ179880.1	15.8461	-181	Cs7g21100.1	36.8101	0
306	OG0007900	MSYJ027860.1	0.289589	2622881	orange1.1t05133.1	0.82721	-321
307	OG0007903	MSYJ128790.1	81.0179	1080	orange1.1t03073.1	32.0197	-1022
308	OG0007904	MSYJ277930.1	3.71395	0	Cs1g24940.1	0.668084	-431
309	OG0007906	MSYJ253950.1	10.8257	3403357	Cs3g27510.3	16.8118	-5
310	OG0007907	MSYJ192260.1	0.5115430000000001	363	Cs2g31330.1	0.133904	-271
311	OG0007908	MSYJ066040.1	146.313	828	Cs3g16530.1	155.639	-88
312	OG0007912	MSYJ123510.1	111.58200000000001	0	Cs4g07280.1	77.8168	15297325
