Orthogroup	Species	Gene	TPM
OG0000000	Cs	Cs7g25490.1	0
OG0000000	Cs	Cs7g27230.1	0
OG0000000	Cs	Cs7g28300.1	0
OG0000000	Cs	Cs7g29790.1	0
OG0000000	Cs	Cs7g29800.1	0
OG0000000	Cs	Cs8g01430.1	0
OG0000000	Cs	Cs8g08560.1	0
OG0000000	Cs	Cs8g10530.1	0.108622
OG0000000	Cs	Cs8g10590.1	0.0238518
OG0000000	Cs	Cs8g11240.1	0
OG0000000	Cs	Cs8g11410.1	5.42509
OG0000000	Cs	Cs8g11440.1	0
OG0000000	Cs	Cs8g11840.1	0
OG0000000	Cs	Cs8g12320.1	0
OG0000000	Cs	Cs8g12330.1	0
OG0000000	Cs	Cs8g12460.1	0.233091
OG0000000	Cs	Cs8g13670.1	0.0584824
OG0000000	Cs	Cs8g13870.1	0
OG0000000	Cs	Cs8g15260.1	0
OG0000000	Cs	Cs8g15590.1	0
OG0000000	Cs	Cs8g21000.1	5.59598
OG0000000	Cs	Cs9g02560.1	0.350136
OG0000000	Cs	Cs9g08320.1	0.0150367
OG0000000	Cs	Cs9g08980.1	0.137488
OG0000000	Cs	Cs9g10600.1	0
OG0000000	Cs	Cs9g10660.1	0
OG0000000	Cs	Cs9g10800.1	0.723538
OG0000000	Cs	Cs9g11310.1	0
OG0000000	Cs	Cs9g11380.1	0
OG0000000	Cs	Cs9g15220.1	0
OG0000000	Cs	Cs9g15230.1	0
OG0000000	Cr	MSYJ180490.1	0
OG0000000	Cs	orange1.1t00070.1	0.10036
OG0000000	Cs	orange1.1t00099.1	4.68996
OG0000000	Cs	orange1.1t00444.1	0.168395
OG0000000	Cs	orange1.1t00771.1	0
OG0000000	Cs	orange1.1t00975.1	0
OG0000000	Cs	orange1.1t00976.1	0
OG0000000	Cs	orange1.1t01134.1	0.267542
OG0000000	Cs	orange1.1t01262.1	0
OG0000000	Cs	orange1.1t01282.1	0
OG0000000	Cs	orange1.1t01299.1	0
OG0000000	Cs	orange1.1t01300.1	0
OG0000000	Cs	orange1.1t01316.1	0.796547
OG0000000	Cs	orange1.1t01809.1	2.53238
OG0000000	Cs	orange1.1t01811.1	0
OG0000000	Cs	orange1.1t01838.1	0
OG0000000	Cs	orange1.1t01929.1	0
OG0000000	Cs	orange1.1t01930.1	0
OG0000000	Cs	orange1.1t01985.1	0
OG0000000	Cs	orange1.1t02082.1	37.9071
OG0000000	Cs	orange1.1t02089.1	0
OG0000000	Cs	orange1.1t02430.1	0
OG0000000	Cs	orange1.1t02513.1	0
OG0000000	Cs	orange1.1t02580.1	0
OG0000000	Cs	orange1.1t02587.1	0.0868504
OG0000000	Cs	orange1.1t02648.1	0
OG0000000	Cs	orange1.1t02829.1	0
OG0000000	Cs	orange1.1t02870.1	0
OG0000000	Cs	orange1.1t02907.1	0.198613
OG0000000	Cs	orange1.1t02908.1	0
OG0000000	Cs	orange1.1t02986.1	0.0464393
OG0000000	Cs	orange1.1t02996.1	0
OG0000000	Cs	orange1.1t03083.1	0
OG0000000	Cs	orange1.1t03085.1	0
OG0000000	Cs	orange1.1t03143.1	0.0707558
OG0000000	Cs	orange1.1t03187.1	0
OG0000000	Cs	orange1.1t03200.1	7.86603
OG0000000	Cs	orange1.1t03201.1	4.02141
OG0000000	Cs	orange1.1t03211.1	0
OG0000000	Cs	orange1.1t03216.1	0
OG0000000	Cs	orange1.1t03380.1	0
OG0000000	Cs	orange1.1t03540.1	0
OG0000000	Cs	orange1.1t03846.1	1.27092
OG0000000	Cs	orange1.1t03847.1	1.55192
OG0000000	Cs	orange1.1t03848.1	1.80976
OG0000000	Cs	orange1.1t04014.1	0
OG0000000	Cs	orange1.1t04259.1	0
OG0000000	Cs	orange1.1t04459.1	0
OG0000000	Cs	orange1.1t04534.1	0
OG0000000	Cs	orange1.1t04535.1	0.180193
OG0000000	Cs	orange1.1t04567.1	0.0646934
OG0000000	Cs	orange1.1t04680.1	0
OG0000000	Cs	orange1.1t04704.1	0
OG0000000	Cs	orange1.1t04772.1	0
OG0000000	Cs	orange1.1t04814.1	0
OG0000000	Cs	orange1.1t05147.1	0
OG0000000	Cs	orange1.1t05321.1	0
OG0000000	Cs	orange1.1t05324.1	1.18683
OG0000000	Cs	orange1.1t05501.1	0
OG0000000	Cs	orange1.1t05564.1	0
OG0000000	Cs	orange1.1t05645.1	0
OG0000000	Cs	orange1.1t05720.1	0
OG0000000	Cs	orange1.1t05756.1	0
OG0000000	Cs	orange1.1t05797.1	0
OG0000000	Cs	orange1.1t05818.1	0
OG0000001	Cs	Cs1g08960.1	0
OG0000001	Cs	Cs2g22940.1	0
OG0000001	Cs	Cs2g25770.1	0
OG0000001	Cs	Cs2g25830.1	0
OG0000001	Cs	Cs2g25950.1	0
OG0000001	Cs	Cs2g26000.1	0
OG0000001	Cs	Cs5g11060.1	0
OG0000001	Cs	Cs5g11090.1	0
OG0000001	Cs	Cs5g11110.1	0
OG0000001	Cs	Cs5g16600.1	0
OG0000001	Cs	Cs5g16610.1	0
OG0000001	Cs	Cs5g16620.1	0
OG0000001	Cs	Cs5g16630.1	0
OG0000001	Cs	Cs5g16670.1	0
OG0000001	Cs	Cs5g16730.1	0
OG0000001	Cs	Cs5g21310.1	0
OG0000001	Cs	Cs5g21320.1	0
OG0000001	Cs	Cs5g21450.1	0
OG0000001	Cs	Cs5g21480.1	0
OG0000001	Cs	Cs5g21560.1	0
OG0000001	Cs	Cs5g21580.1	0
OG0000001	Cs	Cs5g21610.1	0
OG0000001	Cs	Cs5g21650.1	0
OG0000001	Cs	Cs5g21660.1	0
OG0000001	Cs	Cs7g24150.1	0
OG0000001	Cs	Cs7g24160.1	0
OG0000001	Cs	Cs8g06150.1	0
OG0000001	Cs	Cs8g06170.1	0
OG0000001	Cs	Cs8g06200.1	0
OG0000001	Cs	Cs8g06230.1	0
OG0000001	Cs	Cs8g06250.1	0
OG0000001	Cs	Cs8g06260.1	0
OG0000001	Cs	Cs8g06280.1	0
OG0000001	Cs	Cs8g06290.1	0
OG0000001	Cs	Cs8g06310.1	0
OG0000001	Cs	Cs8g06320.1	0
OG0000001	Cs	Cs8g11930.1	0
OG0000001	Cr	MSYJ127060.1	0
OG0000001	Cs	orange1.1t00128.1	0
OG0000001	Cs	orange1.1t00129.1	0
OG0000001	Cs	orange1.1t00130.1	0
OG0000001	Cs	orange1.1t00132.1	0
OG0000001	Cs	orange1.1t00138.1	0
OG0000001	Cs	orange1.1t00139.1	0
OG0000001	Cs	orange1.1t00141.1	0
OG0000001	Cs	orange1.1t00152.1	0
OG0000001	Cs	orange1.1t00161.1	0
OG0000001	Cs	orange1.1t00162.1	0
OG0000001	Cs	orange1.1t00862.1	0
OG0000001	Cs	orange1.1t00863.1	0
OG0000001	Cs	orange1.1t00867.1	0
OG0000001	Cs	orange1.1t00869.1	0
OG0000001	Cs	orange1.1t00881.1	0
OG0000001	Cs	orange1.1t00889.1	0
OG0000001	Cs	orange1.1t00894.1	0
OG0000001	Cs	orange1.1t00905.1	0
OG0000001	Cs	orange1.1t00906.1	0
OG0000001	Cs	orange1.1t00916.1	0
OG0000001	Cs	orange1.1t00920.1	0
OG0000001	Cs	orange1.1t00923.1	0
OG0000001	Cs	orange1.1t00924.1	0
OG0000001	Cs	orange1.1t00928.1	0
OG0000001	Cs	orange1.1t00929.1	0
OG0000001	Cs	orange1.1t00933.1	0
OG0000001	Cs	orange1.1t00935.1	0
OG0000001	Cs	orange1.1t00947.1	0.225701
OG0000001	Cs	orange1.1t00968.1	0
OG0000001	Cs	orange1.1t00969.1	0
OG0000001	Cs	orange1.1t00973.1	0
OG0000001	Cs	orange1.1t00978.1	0
OG0000001	Cs	orange1.1t00979.1	0
OG0000001	Cs	orange1.1t00986.1	0
OG0000001	Cs	orange1.1t00987.1	0
OG0000001	Cs	orange1.1t00988.1	0
OG0000001	Cs	orange1.1t00990.1	0
OG0000001	Cs	orange1.1t00991.1	0
OG0000001	Cs	orange1.1t00996.1	0
OG0000001	Cs	orange1.1t01000.1	0
OG0000001	Cs	orange1.1t01001.1	0
OG0000001	Cs	orange1.1t01125.1	0
OG0000001	Cs	orange1.1t01206.1	0
OG0000001	Cs	orange1.1t01209.1	0
OG0000001	Cs	orange1.1t01210.1	0
OG0000001	Cs	orange1.1t01211.1	0
OG0000001	Cs	orange1.1t01213.1	0
OG0000001	Cs	orange1.1t01214.1	0
OG0000001	Cs	orange1.1t01217.1	0
OG0000001	Cs	orange1.1t01219.1	0
OG0000001	Cs	orange1.1t01220.1	0
OG0000001	Cs	orange1.1t01221.1	0
OG0000001	Cs	orange1.1t01224.1	0
OG0000001	Cs	orange1.1t01225.1	0
OG0000001	Cs	orange1.1t01227.1	0
OG0000001	Cs	orange1.1t01228.1	0
OG0000001	Cs	orange1.1t01238.1	0
OG0000001	Cs	orange1.1t01240.1	0
OG0000001	Cs	orange1.1t02633.1	0.100558
OG0000001	Cs	orange1.1t02637.1	0
OG0000001	Cs	orange1.1t02640.1	0
OG0000001	Cs	orange1.1t02652.1	0
OG0000001	Cs	orange1.1t02653.1	0
OG0000001	Cs	orange1.1t02656.1	0
OG0000001	Cs	orange1.1t02659.1	0
OG0000001	Cs	orange1.1t02663.1	0
OG0000001	Cs	orange1.1t02685.1	0
OG0000001	Cs	orange1.1t02687.1	0
OG0000001	Cs	orange1.1t02691.1	0
OG0000001	Cs	orange1.1t02692.1	0
OG0000001	Cs	orange1.1t02693.1	0
OG0000001	Cs	orange1.1t02694.1	0
OG0000001	Cs	orange1.1t02695.1	0
OG0000001	Cs	orange1.1t02701.1	0
OG0000001	Cs	orange1.1t02702.1	0
OG0000001	Cs	orange1.1t02703.1	0
OG0000001	Cs	orange1.1t02704.1	0
OG0000001	Cs	orange1.1t02705.1	0
OG0000001	Cs	orange1.1t02706.1	0
OG0000001	Cs	orange1.1t02950.1	0.111564
OG0000001	Cs	orange1.1t02959.1	0
OG0000001	Cs	orange1.1t02964.1	0
OG0000001	Cs	orange1.1t03004.1	0
OG0000001	Cs	orange1.1t03365.1	0
OG0000001	Cs	orange1.1t03493.1	0
OG0000001	Cs	orange1.1t03494.1	0
OG0000001	Cs	orange1.1t03495.1	0
OG0000001	Cs	orange1.1t03502.1	0
OG0000001	Cs	orange1.1t03505.1	0
OG0000001	Cs	orange1.1t03858.1	0
OG0000001	Cs	orange1.1t03919.1	0
OG0000001	Cs	orange1.1t03937.1	0
OG0000001	Cs	orange1.1t03973.1	0
OG0000001	Cs	orange1.1t03974.1	0
OG0000001	Cs	orange1.1t03992.1	0
OG0000001	Cs	orange1.1t03993.1	0
OG0000001	Cs	orange1.1t04108.1	0.405488
OG0000001	Cs	orange1.1t04110.1	0
OG0000001	Cs	orange1.1t04117.1	0
OG0000001	Cs	orange1.1t04162.1	0
OG0000001	Cs	orange1.1t04163.1	0
OG0000001	Cs	orange1.1t04245.1	0
OG0000001	Cs	orange1.1t04253.1	0
OG0000001	Cs	orange1.1t04262.1	0
OG0000001	Cs	orange1.1t04263.1	0
OG0000001	Cs	orange1.1t04302.1	0
OG0000001	Cs	orange1.1t04307.1	0
OG0000001	Cs	orange1.1t04308.1	0
OG0000001	Cs	orange1.1t04687.1	0
OG0000001	Cs	orange1.1t04688.1	0
OG0000001	Cs	orange1.1t04691.1	0
OG0000001	Cs	orange1.1t04697.1	0
OG0000001	Cs	orange1.1t04720.1	0
OG0000001	Cs	orange1.1t04756.1	0
OG0000001	Cs	orange1.1t04757.1	0
OG0000001	Cs	orange1.1t04758.1	0
OG0000001	Cs	orange1.1t05141.1	0
OG0000001	Cs	orange1.1t05394.1	0
OG0000001	Cs	orange1.1t05680.1	0
OG0000001	Cs	orange1.1t05733.1	0
OG0000001	Cs	orange1.1t05761.1	0
OG0000002	Cs	Cs1g08970.1	0
OG0000002	Cs	Cs1g08990.1	8.64751
OG0000002	Cs	Cs1g09000.1	0
OG0000002	Cs	Cs2g23100.1	0
OG0000002	Cs	Cs2g25820.1	0
OG0000002	Cs	Cs2g25880.1	0
OG0000002	Cs	Cs2g25890.1	0
OG0000002	Cs	Cs2g25900.1	0
OG0000002	Cs	Cs2g25910.1	0
OG0000002	Cs	Cs2g25920.1	0
OG0000002	Cs	Cs2g25930.1	0
OG0000002	Cs	Cs2g25940.1	0
OG0000002	Cs	Cs2g25970.1	0
OG0000002	Cs	Cs2g25980.1	0
OG0000002	Cs	Cs2g25990.1	0
OG0000002	Cs	Cs2g26010.1	0
OG0000002	Cs	Cs2g26020.1	0
OG0000002	Cs	Cs2g26030.1	0
OG0000002	Cs	Cs2g26040.1	0
OG0000002	Cs	Cs2g29950.1	0
OG0000002	Cs	Cs5g11070.1	0
OG0000002	Cs	Cs5g11100.1	0
OG0000002	Cs	Cs5g11120.1	0
OG0000002	Cs	Cs5g16660.1	0
OG0000002	Cs	Cs5g16740.1	0
OG0000002	Cs	Cs5g16750.1	0
OG0000002	Cs	Cs5g16760.1	0
OG0000002	Cs	Cs5g21330.1	0
OG0000002	Cs	Cs5g21350.1	0.184821
OG0000002	Cs	Cs5g21360.1	0
OG0000002	Cs	Cs5g21370.1	0
OG0000002	Cs	Cs5g21400.1	0.0768547
OG0000002	Cs	Cs5g21410.1	0
OG0000002	Cs	Cs5g21420.1	0
OG0000002	Cs	Cs5g21430.1	0
OG0000002	Cs	Cs5g21440.1	0
OG0000002	Cs	Cs5g21460.1	0
OG0000002	Cs	Cs5g21490.1	0
OG0000002	Cs	Cs5g21530.1	0
OG0000002	Cs	Cs5g21550.1	0
OG0000002	Cs	Cs5g21570.1	0.414179
OG0000002	Cs	Cs5g21590.1	0
OG0000002	Cs	Cs5g21600.1	0
OG0000002	Cs	Cs5g21620.1	0
OG0000002	Cs	Cs5g21630.1	0
OG0000002	Cs	Cs5g21640.1	0
OG0000002	Cs	Cs7g18950.1	0
OG0000002	Cs	Cs7g24170.1	0
OG0000002	Cs	Cs8g06130.1	0
OG0000002	Cs	Cs8g06140.1	0
OG0000002	Cs	Cs8g06180.1	0
OG0000002	Cs	Cs8g06190.1	0
OG0000002	Cs	Cs8g06240.1	0
OG0000002	Cs	Cs8g16240.1	0
OG0000002	Cr	MSYJ060630.1	0
OG0000002	Cs	orange1.1t00007.1	0
OG0000002	Cs	orange1.1t00131.1	0.0465979
OG0000002	Cs	orange1.1t00133.1	0
OG0000002	Cs	orange1.1t00134.1	0
OG0000002	Cs	orange1.1t00137.1	0
OG0000002	Cs	orange1.1t00140.1	0
OG0000002	Cs	orange1.1t00142.1	0
OG0000002	Cs	orange1.1t00144.1	0
OG0000002	Cs	orange1.1t00146.1	0
OG0000002	Cs	orange1.1t00148.1	0
OG0000002	Cs	orange1.1t00150.1	0
OG0000002	Cs	orange1.1t00151.1	0
OG0000002	Cs	orange1.1t00158.1	0
OG0000002	Cs	orange1.1t00159.1	0
OG0000002	Cs	orange1.1t00160.1	0.0663541
OG0000002	Cs	orange1.1t00852.1	0
OG0000002	Cs	orange1.1t00857.1	0
OG0000002	Cs	orange1.1t00865.1	0
OG0000002	Cs	orange1.1t00866.1	0
OG0000002	Cs	orange1.1t00868.1	0
OG0000002	Cs	orange1.1t00870.1	0
OG0000002	Cs	orange1.1t00871.1	0
OG0000002	Cs	orange1.1t00882.1	0
OG0000002	Cs	orange1.1t00885.1	0
OG0000002	Cs	orange1.1t00886.1	0
OG0000002	Cs	orange1.1t00893.1	0
OG0000002	Cs	orange1.1t00898.1	0
OG0000002	Cs	orange1.1t00907.1	0
OG0000002	Cs	orange1.1t00908.1	0
OG0000002	Cs	orange1.1t00918.1	0
OG0000002	Cs	orange1.1t00919.1	0
OG0000002	Cs	orange1.1t00925.1	0
OG0000002	Cs	orange1.1t00926.1	0
OG0000002	Cs	orange1.1t00932.1	0
OG0000002	Cs	orange1.1t00948.1	0.297751
OG0000002	Cs	orange1.1t00960.1	0
OG0000002	Cs	orange1.1t00961.1	0
OG0000002	Cs	orange1.1t00972.1	0
OG0000002	Cs	orange1.1t00983.1	0
OG0000002	Cs	orange1.1t00984.1	0
OG0000002	Cs	orange1.1t00989.1	0
OG0000002	Cs	orange1.1t00992.1	0
OG0000002	Cs	orange1.1t00993.1	0
OG0000002	Cs	orange1.1t00994.1	0
OG0000002	Cs	orange1.1t00997.1	0
OG0000002	Cs	orange1.1t00999.1	0
OG0000002	Cs	orange1.1t01008.1	0.0605724
OG0000002	Cs	orange1.1t01208.1	0
OG0000002	Cs	orange1.1t01216.1	0
OG0000002	Cs	orange1.1t01223.1	0
OG0000002	Cs	orange1.1t01231.1	0
OG0000002	Cs	orange1.1t01237.1	0
OG0000002	Cs	orange1.1t01239.1	0
OG0000002	Cs	orange1.1t01244.1	0
OG0000002	Cs	orange1.1t02635.1	0
OG0000002	Cs	orange1.1t02636.1	0
OG0000002	Cs	orange1.1t02641.1	0
OG0000002	Cs	orange1.1t02642.1	0
OG0000002	Cs	orange1.1t02643.1	0
OG0000002	Cs	orange1.1t02651.1	0
OG0000002	Cs	orange1.1t02654.1	0
OG0000002	Cs	orange1.1t02655.1	0
OG0000002	Cs	orange1.1t02658.1	0
OG0000002	Cs	orange1.1t02661.1	0
OG0000002	Cs	orange1.1t02664.1	0
OG0000002	Cs	orange1.1t02689.1	0
OG0000002	Cs	orange1.1t02956.1	0
OG0000002	Cs	orange1.1t02958.1	0
OG0000002	Cs	orange1.1t02962.1	0
OG0000002	Cs	orange1.1t02963.1	0
OG0000002	Cs	orange1.1t02967.1	0
OG0000002	Cs	orange1.1t03499.1	0
OG0000002	Cs	orange1.1t03500.1	0
OG0000002	Cs	orange1.1t03501.1	0
OG0000002	Cs	orange1.1t03506.1	0
OG0000002	Cs	orange1.1t03975.1	0
OG0000002	Cs	orange1.1t04109.1	0
OG0000002	Cs	orange1.1t04115.1	0
OG0000002	Cs	orange1.1t04160.1	0
OG0000002	Cs	orange1.1t04164.1	0
OG0000002	Cs	orange1.1t04167.1	0
OG0000002	Cs	orange1.1t04168.1	0
OG0000002	Cs	orange1.1t04244.1	0
OG0000002	Cs	orange1.1t04249.1	0
OG0000002	Cs	orange1.1t04260.1	0
OG0000002	Cs	orange1.1t04261.1	0
OG0000002	Cs	orange1.1t04264.1	0
OG0000002	Cs	orange1.1t04265.1	0
OG0000002	Cs	orange1.1t04528.1	0
OG0000002	Cs	orange1.1t04530.1	0
OG0000002	Cs	orange1.1t04690.1	0
OG0000002	Cs	orange1.1t04696.1	0
OG0000002	Cs	orange1.1t05029.1	0
OG0000002	Cs	orange1.1t05433.1	0
OG0000002	Cs	orange1.1t05562.1	0
OG0000002	Cs	orange1.1t05704.1	0
OG0000002	Cs	orange1.1t05757.1	0
OG0000002	Cs	orange1.1t05822.1	0
OG0000003	Cs	Cs1g09820.1	0
OG0000003	Cs	Cs1g14230.1	0.047211
OG0000003	Cs	Cs1g25370.1	0.0584698
OG0000003	Cs	Cs2g08900.1	0
OG0000003	Cs	Cs2g11180.1	0
OG0000003	Cs	Cs2g11340.1	0
OG0000003	Cs	Cs2g13870.1	0.12603
OG0000003	Cs	Cs2g13880.1	0
OG0000003	Cs	Cs2g14000.1	0
OG0000003	Cs	Cs2g16520.1	0
OG0000003	Cs	Cs2g16910.1	0
OG0000003	Cs	Cs2g18900.1	0
OG0000003	Cs	Cs2g19870.1	0
OG0000003	Cs	Cs2g24870.1	0
OG0000003	Cs	Cs2g25610.1	0
OG0000003	Cs	Cs3g02920.1	0.188561
OG0000003	Cs	Cs3g04080.1	0
OG0000003	Cs	Cs3g05490.1	0
OG0000003	Cs	Cs3g11980.1	0
OG0000003	Cs	Cs3g12780.1	0
OG0000003	Cs	Cs3g12790.1	0
OG0000003	Cs	Cs3g13220.1	0
OG0000003	Cs	Cs3g13230.1	0
OG0000003	Cs	Cs3g17460.1	0
OG0000003	Cs	Cs3g20860.1	0
OG0000003	Cs	Cs3g20870.1	0
OG0000003	Cs	Cs4g09650.1	0
OG0000003	Cs	Cs4g11400.1	0.26465
OG0000003	Cs	Cs4g14170.1	0.0925831
OG0000003	Cs	Cs4g15300.1	0
OG0000003	Cs	Cs4g16940.1	0
OG0000003	Cs	Cs5g03110.1	0
OG0000003	Cs	Cs5g12980.1	0
OG0000003	Cs	Cs5g13840.1	0
OG0000003	Cs	Cs5g15340.1	0
OG0000003	Cs	Cs5g15520.1	1.17196
OG0000003	Cs	Cs5g22190.1	0
OG0000003	Cs	Cs5g24530.1	0
OG0000003	Cs	Cs5g24620.1	0.835504
